iter	RMSE
561	18.09612269
562	18.08811355
563	18.0688527
564	18.05818066
565	18.03961922
566	18.01746991
567	18.00251771
568	17.99605348
569	17.97722638
570	17.96001107
571	17.95019162
572	17.93990369
573	17.92521668
574	17.91089381
575	17.8934607
576	17.88237468
577	17.87445281
578	17.86552475
579	17.86274776
580	17.85504304
581	17.84365047
582	17.83897738
583	17.83272874
584	17.83053554
585	17.8184468
586	17.81619222
587	17.78269116
588	17.77377178
589	17.759382
590	17.74481433
591	17.72575336
592	17.7200689
593	17.71652754
594	17.69895024
595	17.68224493
596	17.66890236
597	17.66311107
598	17.65348158
599	17.63740727
600	17.62181006
601	17.61246606
602	17.59416723
603	17.56445539
604	17.55846082
605	17.54037362
606	17.53531502
607	17.51668344
608	17.50553858
609	17.49812765
610	17.48707571
611	17.48323002
612	17.46990074
613	17.4654482
614	17.451055
615	17.44302634
616	17.4353029
617	17.43204753
618	17.41421851
619	17.4111135
620	17.40103295
621	17.39233439
622	17.37142584
623	17.35885306
624	17.34656159
625	17.34235713
626	17.32911667
627	17.3039913
628	17.29542803
629	17.28524111
630	17.27060442
631	17.26281683
632	17.25510907
633	17.23619755
634	17.22484762
635	17.22182297
636	17.20833018
637	17.18867963
638	17.17694774
639	17.15705551
640	17.14276471
641	17.13175601
642	17.12333664
643	17.11349441
644	17.10555681
645	17.09140317
646	17.0752159
647	17.06431461
648	17.05557797
649	17.04071889
650	17.02943056
651	17.01921197
652	17.00382613
653	16.99377053
654	16.97518872
655	16.96319533
656	16.95028272
657	16.93139092
658	16.93027111
659	16.92165948
660	16.9083119
661	16.89578949
662	16.88128784
663	16.86954373
664	16.85381845
665	16.84071407
666	16.83371246
667	16.81800496
668	16.79822499
669	16.78818258
670	16.78193176
671	16.77452955
672	16.7684445
673	16.75293806
674	16.73523503
675	16.73093546
676	16.71556935
677	16.70961564
678	16.70423584
679	16.69530446
680	16.68003168
681	16.65693477
682	16.6457099
683	16.62779556
684	16.6215379
685	16.61502122
686	16.6070105
687	16.59358335
688	16.57343474
689	16.56166637
690	16.55896302
691	16.53781849
692	16.52841512
693	16.5191556
694	16.5099693
695	16.50621007
696	16.49516543
697	16.47956019
698	16.47095178
699	16.45215205
700	16.45043089
701	16.44450829
702	16.42840721
703	16.42695514
704	16.42367487
705	16.40983104
706	16.39901748
707	16.38920152
708	16.37894051
709	16.37575635
710	16.36530032
711	16.36394492
712	16.35091193
713	16.32899548
714	16.3135196
715	16.30801525
716	16.28274801
717	16.26941212
718	16.25792163
719	16.2406976
720	16.23133145
721	16.21753297
722	16.20538774
723	16.1943665
724	16.18437468
725	16.17090281
726	16.16085233
727	16.14806282
728	16.13752497
729	16.12624292
730	16.11795144
731	16.10868256
732	16.09716327
733	16.08943421
734	16.07562026
735	16.07415654
736	16.07140926
737	16.06439969
738	16.05919104
739	16.05364661
740	16.04259055
741	16.03278952
742	16.02949829
743	16.0106019
744	15.99877328
745	15.99059636
746	15.98298271
747	15.97748129
748	15.97488785
749	15.96312581
750	15.96182865
751	15.95353216
752	15.94681325
753	15.93382885
754	15.9137446
755	15.90005705
756	15.89566227
757	15.88893404
758	15.87811477
759	15.86865761
760	15.86037125
761	15.84771733
762	15.84313218
763	15.84202704
764	15.82497732
765	15.81307813
766	15.8018765
767	15.78745143
768	15.78638353
769	15.78298265
770	15.77369597
771	15.76735278
772	15.7547811
773	15.74645139
774	15.73839663
775	15.73127676
776	15.72056951
777	15.71051223
778	15.70993665
779	15.7039109
780	15.69619583
781	15.68755247
782	15.67896978
783	15.66871952
784	15.65845948
785	15.64357269
786	15.64004865
787	15.62449371
788	15.606398
789	15.60312213
790	15.5980929
791	15.5911687
792	15.58112838
793	15.5760463
794	15.56915638
795	15.56544695
796	15.55556043
797	15.53933376
798	15.53396149
799	15.52535274
800	15.51708322
801	15.50887681
802	15.50774001
803	15.49579513
804	15.49444956
805	15.47930496
806	15.46895051
807	15.46539932
808	15.46243293
809	15.45784719
810	15.44965722
811	15.43632354
812	15.43374442
813	15.42809554
814	15.42049832
815	15.40310824
816	15.39745571
817	15.38604315
818	15.37882443
819	15.37040864
820	15.3671647
821	15.36203016
822	15.34876622
823	15.3476807
824	15.33945071
825	15.33310107
826	15.33249784
827	15.32152494
828	15.30809878
829	15.29367543
830	15.29307365
831	15.28012691
832	15.27889967
833	15.27039394
834	15.24896901
835	15.24369165
836	15.23400259
837	15.23340585
838	15.22293333
839	15.21269769
840	15.20199943
841	15.19119601
842	15.18874171
843	15.16943831
844	15.16201069
845	15.16081821
846	15.14426353
847	15.13988973
848	15.13031138
849	15.1252742
850	15.11820939
851	15.11192412
852	15.09691711
853	15.08613438
854	15.07950884
855	15.06931698
856	15.06853542
857	15.05737284
858	15.05670558
859	15.04784242
860	15.02653172
861	15.01954806
862	15.00841757
863	15.0031746
864	14.99441068
865	14.98384377
866	14.97693158
867	14.9610871
868	14.95547138
869	14.94487911
870	14.93858871
871	14.93193455
872	14.92628695
873	14.91661419
874	14.90557049
875	14.89447803
876	14.8831235
877	14.87235541
878	14.86231163
879	14.85656499
880	14.8514806
881	14.84299564
882	14.82941423
883	14.8184369
884	14.8000071
885	14.79507446
886	14.78308304
887	14.77338311
888	14.76270434
889	14.75503409
890	14.74750737
891	14.73734636
892	14.72736858
893	14.72151075
894	14.71532976
895	14.7026229
896	14.69935603
897	14.69660034
898	14.68311348
899	14.67573415
900	14.66015402
901	14.65317867
902	14.63696445
903	14.63253618
904	14.62620066
905	14.615045
906	14.60101847
907	14.5927706
908	14.58497658
909	14.57308551
910	14.55891709
911	14.55386029
912	14.55070229
913	14.54213952
914	14.53810906
915	14.5355461
916	14.52303134
917	14.50256557
918	14.50016136
919	14.49028304
920	14.48908961
921	14.48436961
922	14.48021116
923	14.47170749
924	14.46414415
925	14.4530077
926	14.43652576
927	14.43048067
928	14.42096173
929	14.40798939
930	14.40016769
931	14.39086115
932	14.38822171
933	14.37133764
934	14.36209534
935	14.34533026
936	14.33328494
937	14.3220116
938	14.30896585
939	14.29390491
940	14.28966559
941	14.28509456
942	14.27855964
943	14.26514756
944	14.25983641
945	14.25012572
946	14.24280063
947	14.2293039
948	14.21125199
949	14.19512948
950	14.18230853
951	14.16729941
952	14.16177025
953	14.14931898
954	14.13875202
955	14.13078937
956	14.12753236
957	14.12028596
958	14.11130764
959	14.10473429
960	14.10079049
961	14.0898542
962	14.0823609
963	14.07152291
964	14.06764718
965	14.06302445
966	14.04946723
967	14.04039581
968	14.03066784
969	14.02520831
970	14.01206593
971	13.99877105
972	13.9859603
973	13.97356455
974	13.96641709
975	13.9519872
976	13.94666407
977	13.93994006
978	13.93268386
979	13.92729934
980	13.92350792
981	13.91959547
982	13.91550513
983	13.91038528
984	13.90340472
985	13.90104846
986	13.90040069
987	13.89063655
988	13.88743935
989	13.88389602
990	13.87579522
991	13.86543935
992	13.84916284
993	13.84017709
994	13.82762903
995	13.81049854
996	13.80058803
997	13.79013151
998	13.78340913
999	13.77774056
